Id,SalePrice
1461,105060.1866132846
1462,140745.92162620343
1463,194708.65900786387
1464,195700.66412792052
1465,203105.38085851385
1466,190112.8886177691
1467,181244.9999471603
1468,184233.51946372873
1469,190655.75990025257
1470,128365.59240373211
1471,200508.99423531973
1472,109275.29522479133
1473,114200.42365343492
1474,166064.97503532705
1475,119773.65027793363
1476,342245.7886707406
1477,257103.49746898806
1478,306405.0363264787
1479,276753.7842031793
1480,391382.7993226648
1481,293060.9128262858
1482,222453.7674019933
1483,197475.6193758447
1484,188949.02618701855
1485,180140.7304588605
1486,211110.86554039686
1487,300817.87412037596
1488,257935.12328531966
1489,197988.66440359506
1490,209413.44832814325
1491,206605.26169720184
1492,88834.62132798412
1493,190910.12866748002
1494,278505.87773850915
1495,275728.4392267264
1496,216126.64960047914
1497,208009.13705583438
1498,174957.53448639173
1499,175398.09018366694
1500,172316.2038576034
1501,187581.0182917233
1502,165564.66333442568
1503,252292.49685336923
1504,232465.22278974522
1505,214319.52262751944
1506,207075.5472248986
1507,250237.18982815984
1508,203120.33737724953
1509,170118.8782698404
1510,154724.22535213397
1511,152817.48878336407
1512,178619.95617500137
1513,168011.08259601594
1514,175154.66835676157
1515,233400.02844197996
1516,148987.658189054
1517,148258.88046071306
1518,178770.9062703571
1519,216817.12654954792
1520,124165.33085692805
1521,129388.13102355858
1522,171801.24089056018
1523,122777.01567583813
1524,107006.35263666516
1525,106592.80370513261
1526,110466.49559748262
1527,117508.89920908322
1528,136761.51252357467
1529,144904.30181877126
1530,176951.57155994925
1531,125484.9756520112
1532,69869.87749876358
1533,156616.10883636682
1534,132702.89075143755
1535,165299.59994208787
1536,111600.66309427204
1537,101054.44252093825
1538,158975.19430216268
1539,197620.2136843913
1540,136811.9616985124
1541,150882.82691052137
1542,158783.2930003448
1543,186755.57297261636
1544,74233.970747967
1545,98409.5328857972
1546,119865.05617689865
1547,122167.17262770911
1548,122484.5075658012
1549,118432.91390140695
1550,141092.61833720215
1551,102592.01850515741
1552,156452.1802683047
1553,124426.20269202959
1554,121632.2365018156
1555,162366.32113219367
1556,94901.06732321391
1557,100574.46645841163
1558,86918.10203098884
1559,110468.46329369332
1560,139173.34151472955
1561,170100.77386807962
1562,127150.73446541086
1563,108677.58662146627
1564,175342.5600070234
1565,153442.45188182232
1566,201449.69337876912
1567,89302.2111178239
1568,210916.16747612067
1569,149407.3002126855
1570,119524.96746749185
1571,139696.954983843
1572,141708.48355681179
1573,222030.12548808547
1574,157377.68123945178
1575,196691.9965546468
1576,237429.73853023964
1577,198728.8038838412
1578,138461.678422927
1579,155845.75319555763
1580,204297.7877134785
1581,141644.4473788507
1582,130305.79223758489
1583,287547.6989020903
1584,230614.18910550265
1585,156316.28492583166
1586,81949.96857486527
1587,93146.71681633436
1588,136200.91448371013
1589,119964.53730835344
1590,133811.26347841273
1591,90168.78807509894
1592,135763.34910228374
1593,107483.92598037852
1594,167581.60380055927
1595,113197.83587239831
1596,199377.57399273047
1597,205715.66266844448
1598,194248.23508061052
1599,178951.12924697602
1600,193179.87290006815
1601,60345.71073197035
1602,101755.58162740027
1603,73316.29930209256
1604,242863.7902575484
1605,254188.62155729596
1606,169488.082984373
1607,230773.03588214927
1608,224314.14812304164
1609,197657.0580438091
1610,178642.716793947
1611,157241.8475074555
1612,203844.6709327576
1613,192029.13441140568
1614,119638.05949581017
1615,95964.72338474618
1616,95964.72338474618
1617,114899.93228603626
1618,126358.90043970325
1619,136930.08968270686
1620,236624.16279077774
1621,161176.00260170168
1622,143236.92920628987
1623,245708.64458127675
1624,208822.69217936965
1625,101990.7332846393
1626,180273.04092017034
1627,195604.50420777686
1628,277020.2681223218
1629,188729.29264052326
1630,309372.9515843508
1631,223214.58930723308
1632,240300.9186403129
1633,175518.00752167238
1634,198625.5416883621
1635,181769.97447546112
1636,175967.76462012352
1637,198616.20251639708
1638,207521.00786700775
1639,201148.8389004212
1640,254968.4705680777
1641,201884.16311789732
1642,221185.7449492985
1643,236662.24546929015
1644,232051.0393495532
1645,194614.74320094645
1646,153910.33531717755
1647,166209.92802898117
1648,153809.69794585597
1649,126481.23422356228
1650,126873.36378469487
1651,143141.9020070638
1652,110973.47286026174
1653,110124.38404252654
1654,170524.40193439744
1655,155212.79105094407
1656,167763.15267079746
1657,172222.57956986784
1658,168612.24148853266
1659,120622.73909566883
1660,156207.7162349462
1661,369249.34031946864
1662,354822.94465155766
1663,335646.61474246305
1664,497730.0171402715
1665,312102.5631976521
1666,272588.63178758335
1667,307451.4887067749
1668,312589.5517094708
1669,292779.6319529493
1670,317278.2354224432
1671,237826.79324819666
1672,367214.6575106829
1673,286061.94140720996
1674,259068.92865957756
1675,200294.2734340263
1676,195983.39075680746
1677,207710.0641250236
1678,481561.7658099499
1679,306392.40756749274
1680,307575.5229411922
1681,271536.4334745486
1682,265087.34285585675
1683,207956.17311990765
1684,193434.14467449635
1685,190752.1529599085
1686,194758.11231254746
1687,180581.2861561357
1688,206495.49045237177
1689,203463.7118856402
1690,195175.75141383614
1691,184644.59199683295
1692,257040.12768276117
1693,180140.7304588605
1694,188876.9334307322
1695,179548.11907205093
1696,265327.36484682997
1697,179107.5633747756
1698,309225.3679446403
1699,286483.1948615863
1700,228266.2659695232
1701,253771.7834524338
1702,268414.8946258483
1703,264238.08541200537
1704,268063.21534779225
1705,227360.35943416023
1706,371757.0703189418
1707,215212.122194201
1708,211952.91243874404
1709,294616.30254820926
1710,227587.51737676712
1711,249827.88060531378
1712,263224.64164981653
1713,249253.42860794617
1714,220666.16412926756
1715,204893.6171403563
1716,195849.93107084944
1717,188617.41982723237
1718,148390.80409534846
1719,215275.33828062395
1720,249764.64680474804
1721,185121.45496048132
1722,142733.15028074355
1723,176798.67969192268
1724,233609.77571927197
1725,227934.950537577
1726,194503.8013771332
1727,185843.05552666396
1728,189428.7874220693
1729,167412.28350758224
1730,175080.88473522215
1731,130436.66941467054
1732,119970.99616313941
1733,102733.96489731997
1734,119156.29081772428
1735,122509.20116303094
1736,107562.33003248788
1737,271003.11333225534
1738,212363.3386761664
1739,313369.76520950336
1740,233349.32498755047
1741,191795.87506854752
1742,187581.0182917233
1743,187185.76114930437
1744,238347.53344587688
1745,217048.25176181667
1746,236604.70407766724
1747,203813.26282316813
1748,241163.61211361663
1749,164773.38574609556
1750,140718.0189573341
1751,228869.69577461184
1752,107828.49780373118
1753,183428.24839189922
1754,212549.0408189285
1755,166221.89562131139
1756,120869.52330573832
1757,101035.78726184956
1758,166844.76147987312
1759,171487.68076109374
1760,172172.70375648438
1761,158000.14311345477
1762,190324.05471431135
1763,172421.23122379
1764,105597.98462577438
1765,195378.49061331048
1766,170810.01649859673
1767,202892.92785447737
1768,122284.23235496166
1769,165144.83312135862
1770,130507.24046591048
1771,126509.25821056706
1772,140582.45558320513
1773,125604.02329261262
1774,200491.12283634488
1775,115214.84183954213
1776,120817.6575012525
1777,85465.30941373015
1778,132286.18301435967
1779,96395.11259036728
1780,171066.88509513004
1781,121248.92212426277
1782,93206.33049532134
1783,152276.6474138787
1784,93761.57567024743
1785,100361.66443244772
1786,191137.22178797988
1787,165812.973808995
1788,44721.66965497526
1789,93943.13447430092
1790,75277.4874957252
1791,248883.12567156513
1792,149219.34680215176
1793,141666.19275709585
1794,148233.38105872605
1795,121326.87666044798
1796,102332.6216346275
1797,125305.00409334975
1798,114860.279864648
1799,84149.1556647626
1800,112199.81578892017
1801,144336.37589780547
1802,166747.15891050495
1803,174816.43325565822
1804,140788.92849051973
1805,121447.31417006826
1806,139445.70836239003
1807,158531.69489906347
